Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2016-01-04,47.98345947265625,47.98345947265625,46.74884867928611,47.56316679195464,53778000
2016-01-05,48.202354431152344,48.5000621166895,47.755794572941,48.09728211278299,34079700
2016-01-06,47.326759338378906,47.63322509831605,46.96775907230785,47.56317463655104,39518900
2016-01-07,45.68059539794922,46.83640426048848,45.59303568936067,46.144671205997106,56564900
2016-01-08,45.82071304321289,46.652540599761934,45.663102837928015,45.85573493535064,48754000
2016-01-11,45.794429779052734,46.27601489965545,45.05891680461236,45.97830718761556,36943800
2016-01-12,46.214717864990234,46.49491293803342,45.584280620737445,46.19720525540144,36095500
2016-01-13,45.216529846191406,47.34426382419103,44.91882211519012,47.107848566614486,66883600
2016-01-14,46.50368881225586,46.77512601488683,45.15524741660063,45.53176031720813,52381900
2016-01-15,44.64738464355469,45.50548260535982,44.07823643430745,44.92757976005476,71820700
2016-01-19,44.2708625793457,45.251545282188296,43.833057383767404,45.076422535919264,43564500
2016-01-20,44.472267150878906,44.988877584664635,42.99248296688455,43.76302129901352,63273000
2016-01-21,44.20082092285156,45.16399454851902,44.0432107539276,44.65613881749976,40191200
2016-01-22,45.785675048828125,45.82070027139313,44.88379393881916,45.015136853343385,37555800
2016-01-25,45.347877502441406,46.10090321475714,45.22529254279738,45.479217099121584,34707700
2016-01-26,45.68059539794922,45.91701061936483,45.13771785628491,45.34786583316171,28900800
2016-01-27,44.84876251220703,45.70686024130399,44.67363977683884,45.540492139619445,36775200
2016-01-28,45.58427429199219,45.715613835390336,44.87502873296439,45.40915156060638,62513800
2016-01-29,48.23738479614258,48.23738479614258,47.282969173659296,47.92216446722125,83611700
2016-02-01,47.9046516418457,48.237384580910145,47.720774230858424,48.05350716992287,44208500
2016-02-02,46.40735626220703,47.5106240168707,46.10089392485295,47.431818938666936,56313800
2016-02-03,45.67184829711914,46.74884892332467,44.883797429071514,46.62626397500378,57559800
2016-02-04,45.5317497253418,46.24099549083929,44.980114129954856,45.619309446430215,46987100
2016-02-05,43.920631408691406,45.5317551873913,43.39526633875891,45.47921734432219,62009000
2016-02-08,43.263916015625,43.404013566370345,42.19567010357356,43.38650095500354,59290500
2016-02-09,43.150089263916016,43.99067797777376,42.61596626392172,42.92243197778517,46740500
2016-02-10,43.52659606933594,44.122011461722394,43.36023128094725,43.68420622262582,38237000
2016-02-11,43.50908660888672,43.87684477325074,42.47586590260138,42.62472143156917,48878600
2016-02-12,44.21833801269531,44.37594819757949,43.561630022407755,43.99943534926613,34243300
2016-02-16,45.05613327026367,45.05613327026367,44.20951266818602,44.888573994072644,37291200
2016-02-17,46.22905731201172,46.53772340194502,45.37361917311242,45.40889587439132,40789000
2016-02-18,46.026214599609375,46.69645836927301,45.94684371541687,46.149683036041765,27176000
2016-02-19,45.699920654296875,46.10559263008327,45.44416961401664,45.832206603178776,33559100
2016-02-22,46.43189239501953,46.74055509241421,46.105587984435346,46.105587984435346,25008300
2016-02-23,45.135501861572266,46.184958385816564,44.95912173741942,46.1585025446535,28895300
2016-02-24,45.29425811767578,45.41772323480382,44.27125710753641,44.70338501748456,33014500
2016-02-25,45.94685745239258,45.94685745239258,44.632832088553194,45.62055632612112,26939500
2016-02-26,45.241336822509766,46.4583562000251,45.06495666626278,46.38780279185764,35975900
2016-02-29,44.87094497680664,45.55000644392759,44.67692645358011,45.28543450710161,31654000
2016-03-01,46.37017059326172,46.37898808772721,44.906217563271746,44.95031512811481,33024500
2016-03-02,46.69646453857422,46.70528203168457,45.99976483685894,46.22023917050266,29289900
2016-03-03,46.167335510253906,46.71411441480119,45.6646541746527,46.71411441480119,24427800
2016-03-04,45.88511657714844,46.25551520167698,45.6029097033035,46.21142100842083,33034200
2016-03-07,45.003231048583984,45.68229256802718,44.606379841111156,45.47063903926463,38407800
2016-03-08,45.54999542236328,45.97330570901732,44.62400059587577,44.800380723024396,33835100
2016-03-09,46.59944534301758,46.60826283424511,45.735186543381914,45.76164238123515,28251600
2016-03-10,45.90275955200195,46.6876477092216,45.1178713947823,46.67883021535053,38387800
2016-03-11,46.80229187011719,46.80229187011719,46.19378391264751,46.740559325048004,32275700
2016-03-14,46.89049530029297,47.26089405369388,46.41427313759533,46.48482319851731,24083600
2016-03-15,47.26087951660156,47.26087951660156,46.511268108496495,46.52008560183487,21104800
2016-03-16,47.931121826171875,48.15159617378844,47.093321996566196,47.13741619325519,31691700
2016-03-17,48.204505920410156,48.5043511347189,47.622453841360375,47.80765146556458,28223900
2016-03-18,47.17268753051758,48.47789511624343,47.13741083151038,48.43379756039884,67625500
2016-03-21,47.498992919921875,47.56072546673163,46.6788280961105,46.961034985575544,23925700
2016-03-22,47.68419647216797,47.84293828769407,47.14623847112639,47.27852443878878,23124100
2016-03-23,47.59600067138672,47.83411335766297,47.39316468622651,47.719465761121505,20129000
2016-03-24,47.807655334472656,47.9134854404434,47.384345003104066,47.481354251491524,19950000
2016-03-28,47.2167854309082,47.87820845047545,47.03158779283052,47.807655046919315,17025100
2016-03-29,48.24859619140625,48.38088212032852,47.13740717230866,47.322604781463106,23924300
2016-03-30,48.54845428466797,49.068773918325235,48.41617168475824,48.44262753190583,23008300
2016-03-31,48.70718765258789,49.02467122001089,48.380886592368135,48.46025748422388,26360500
2016-04-01,49.00703430175781,49.04231100231775,48.125136972787296,48.548447286992584,24399200
2016-04-04,48.883567810058594,49.08640378619591,48.504351700358455,48.883567810058594,18928800
2016-04-05,48.11631393432617,48.768915998615995,48.02812219309042,48.67190676534214,19272300
2016-04-06,48.61018371582031,48.680737122578826,47.80765721688595,47.939943172472375,21188700
2016-04-07,48.02812194824219,48.42497637135253,47.82528599069044,48.389699675038074,19225100
2016-04-08,47.99284744262695,48.751279627152854,47.90465906198626,48.21332175839978,22167200
2016-04-11,47.89583969116211,48.636633497672435,47.88701883494134,48.05458146142653,21414200
2016-04-12,48.195701599121094,48.31034585638559,47.41080996762508,47.94876800185978,24944300
2016-04-13,48.813011169433594,48.892382056057514,48.407339244098466,48.61017520676603,20818000
2016-04-14,48.82183837890625,49.0158568746055,48.56608733715204,48.69837328679634,20877100
2016-04-15,49.07759475708008,49.31570410965616,48.60136932358429,48.76892862907126,28793800
2016-04-18,49.79191970825195,49.90656729681986,48.68954810632906,48.93648163279617,23786000
2016-04-19,49.73019027709961,50.06531220700587,49.10404397545817,49.94184711813813,29596800
2016-04-20,49.02467346191406,49.82719990996793,48.936485073228695,49.64200227522582,36195700
2016-04-21,49.19223403930664,49.58908852716655,48.87475044901872,49.209872390341694,38909100
2016-04-22,45.664634704589844,46.237869214756614,44.77392003691196,45.77928227945735,126834100
2016-04-25,45.95566940307617,45.97330775299235,45.53235909760174,45.66464167571617,33226900
2016-04-26,45.36479568481445,46.16732208942497,45.05613297695318,46.08795119823618,33532600
2016-04-27,44.92385482788086,45.41771861027894,44.57991536113847,45.400080257603456,43369300
2016-04-28,44.006683349609375,44.77393317604667,43.706838087159944,44.64164721513567,43134800
2016-04-29,43.98020935058594,44.31533120514986,43.52162243491177,43.52162243491177,48411700
